date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:48:54	40776/40776	---M--	200	added ('OK')	image/png	etag:%2263340e16-9f48%22	https://1538266836.rsc.cdn77.org/_common/images/copaga/04-logo-icon-black.png	C:/My%20Web%20Sites/Copaga%202/1538266836.rsc.cdn77.org/_common/images/copaga/04-logo-icon-black.png	(from https://copaga.club/mlm/)
16:48:55	118652/118652	---M--	200	added ('OK')	image/png	etag:%226333785a-1cf7c%22	https://1538266836.rsc.cdn77.org/_common/images/copaga/01-HECTOR-GONZALO-COPAGA-WHO.png	C:/My%20Web%20Sites/Copaga%202/1538266836.rsc.cdn77.org/_common/images/copaga/01-HECTOR-GONZALO-COPAGA-WHO.png	(from https://copaga.club/mlm/)
16:48:56	128350/128350	---M--	200	added ('OK')	image/png	etag:%226333786c-1f55e%22	https://1538266836.rsc.cdn77.org/_common/images/copaga/02-SOCORRO-TREJO-COPAGA-WHO.png	C:/My%20Web%20Sites/Copaga%202/1538266836.rsc.cdn77.org/_common/images/copaga/02-SOCORRO-TREJO-COPAGA-WHO.png	(from https://copaga.club/mlm/)
16:48:56	129228/129228	---M--	200	added ('OK')	image/png	etag:%226333786b-1f8cc%22	https://1538266836.rsc.cdn77.org/_common/images/copaga/03-FRANCISCO-ROLDAN-COPAGA-WHO.png	C:/My%20Web%20Sites/Copaga%202/1538266836.rsc.cdn77.org/_common/images/copaga/03-FRANCISCO-ROLDAN-COPAGA-WHO.png	(from https://copaga.club/mlm/)
16:48:57	68129/68129	---M--	200	added ('OK')	image/jpeg	etag:%2263364152-10a21%22	https://1538266836.rsc.cdn77.org/_common/images/copaga/1230.03-MAS-VOCES-PLATAFORMA-DE-VIDEO.jpg	C:/My%20Web%20Sites/Copaga%202/1538266836.rsc.cdn77.org/_common/images/copaga/1230.03-MAS-VOCES-PLATAFORMA-DE-VIDEO.jpg	(from https://copaga.club/mlm/)
16:48:58	61497/61497	---M--	200	added ('OK')	image/jpeg	etag:%226336416b-f039%22	https://1538266836.rsc.cdn77.org/_common/images/copaga/1230.04-MORE-VOICES-VIDEO-PLATFORM.jpg	C:/My%20Web%20Sites/Copaga%202/1538266836.rsc.cdn77.org/_common/images/copaga/1230.04-MORE-VOICES-VIDEO-PLATFORM.jpg	(from https://copaga.club/mlm/)
16:48:58	77140/77140	---M--	200	added ('OK')	image/jpeg	etag:%2263364159-12d54%22	https://1538266836.rsc.cdn77.org/_common/images/copaga/1231.04-EN-2022-EN-ADELANTE-COMO.jpg	C:/My%20Web%20Sites/Copaga%202/1538266836.rsc.cdn77.org/_common/images/copaga/1231.04-EN-2022-EN-ADELANTE-COMO.jpg	(from https://copaga.club/mlm/)
16:48:59	74971/74971	---M--	200	added ('OK')	image/jpeg	etag:%2263364158-124db%22	https://1538266836.rsc.cdn77.org/_common/images/copaga/1231.05-IN-2022-ONWARDS-HOW-YOU-EXPECT.jpg	C:/My%20Web%20Sites/Copaga%202/1538266836.rsc.cdn77.org/_common/images/copaga/1231.05-IN-2022-ONWARDS-HOW-YOU-EXPECT.jpg	(from https://copaga.club/mlm/)
16:49:01	126626/126626	---M--	200	added ('OK')	image/png	date:Sun,%2011%20Sep%202022%2003:50:42%20GMT	https://copaga.club/mlm/images/discounts.png	C:/My%20Web%20Sites/Copaga%202/copaga.club/mlm/images/discounts.png	(from https://copaga.club/mlm/)
16:49:02	18973/18973	---M--	200	added ('OK')	image/png	date:Sun,%2011%20Sep%202022%2003:51:02%20GMT	https://copaga.club/mlm/images/show_n_save.png	C:/My%20Web%20Sites/Copaga%202/copaga.club/mlm/images/show_n_save.png	(from https://copaga.club/mlm/)
16:49:02	27227/27227	---M--	200	added ('OK')	image/png	date:Sun,%2011%20Sep%202022%2003:51:20%20GMT	https://copaga.club/mlm/images/deals_on_demand.png	C:/My%20Web%20Sites/Copaga%202/copaga.club/mlm/images/deals_on_demand.png	(from https://copaga.club/mlm/)
16:49:03	38069/38069	---M--	200	added ('OK')	image/png	date:Sun,%2011%20Sep%202022%2003:51:36%20GMT	https://copaga.club/mlm/images/better_than.png	C:/My%20Web%20Sites/Copaga%202/copaga.club/mlm/images/better_than.png	(from https://copaga.club/mlm/)
16:49:04	688310/688310	---M--	200	added ('OK')	image/png	date:Sun,%2011%20Sep%202022%2003:54:16%20GMT	https://copaga.club/mlm/images/NWC-CompensationPlan.png	C:/My%20Web%20Sites/Copaga%202/copaga.club/mlm/images/NWC-CompensationPlan.png	(from https://copaga.club/mlm/)
16:49:04	1049847/1049847	---M--	200	added ('OK')	image/png	date:Sun,%2011%20Sep%202022%2002:57:38%20GMT	https://copaga.club/mlm/images/VehicleAdvantage.png	C:/My%20Web%20Sites/Copaga%202/copaga.club/mlm/images/VehicleAdvantage.png	(from https://copaga.club/mlm/)
16:49:05	66619/66619	---M--	200	added ('OK')	image/png	date:Sun,%2011%20Sep%202022%2003:48:20%20GMT	https://copaga.club/mlm/images/peter.png	C:/My%20Web%20Sites/Copaga%202/copaga.club/mlm/images/peter.png	(from https://copaga.club/mlm/)
16:49:05	93100/93100	---M--	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/1.10.2/jquery.min.js	C:/My%20Web%20Sites/Copaga%202/ajax.googleapis.com/ajax/libs/jquery/1.10.2/jquery.min.js	(from https://copaga.club/mlm/)
16:49:05	62563/62563	---M-Z	200	added ('OK')	application/javascript	etag:W/%22f463-4yQGPI9GxrKUJ98VQvECatIw9gQ%22	https://cdn.jsdelivr.net/npm/bootstrap@4.6.2/dist/js/bootstrap.min.js	C:/My%20Web%20Sites/Copaga%202/cdn.jsdelivr.net/npm/bootstrap@4.6.2/dist/js/bootstrap.min.js	(from https://copaga.club/mlm/)
16:49:06	51916/51916	---M--	200	added ('OK')	application/javascript	date:Sun,%2011%20Sep%202022%2003:36:36%20GMT	https://copaga.club/mlm/js/jquery.bxslider.js	C:/My%20Web%20Sites/Copaga%202/copaga.club/mlm/js/jquery.bxslider.js	(from https://copaga.club/mlm/)
16:49:08	23337/23337	---M--	200	added ('OK')	application/javascript	date:Sun,%2018%20Sep%202022%2016:53:01%20GMT	https://copaga.club/mlm/js/featherlight.js	C:/My%20Web%20Sites/Copaga%202/copaga.club/mlm/js/featherlight.js	(from https://copaga.club/mlm/)
16:49:08	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2001%20Oct%202022%2011:49:08%20GMT	https://copaga.club/mlm/js/jquery/jquery.js	C:/My%20Web%20Sites/Copaga%202/copaga.club/mlm/js/jquery/jquery.js	(from https://copaga.club/mlm/)
16:49:09	46654/46654	---M--	200	added ('OK')	application/javascript	date:Wed,%2018%20Sep%202019%2019:06:34%20GMT	https://copaga.club/mlm/js/jquery.backstretch.js	C:/My%20Web%20Sites/Copaga%202/copaga.club/mlm/js/jquery.backstretch.js	(from https://copaga.club/mlm/)
16:49:11	423224/423224	---M--	200	added ('OK')	image/jpeg	etag:%226324ff15-67538%22	https://cdn.networkwealthclub.com/_common/images/copaga/Overrunner.jpg	C:/My%20Web%20Sites/Copaga%202/cdn.networkwealthclub.com/_common/images/copaga/Overrunner.jpg	(from https://copaga.club/mlm/)
16:49:12	169/169	---M--	200	added ('OK')	image/png	date:Sun,%2011%20Sep%202022%2002:57:38%20GMT	https://copaga.club/mlm/images/hamburger.png	C:/My%20Web%20Sites/Copaga%202/copaga.club/mlm/images/hamburger.png	(from https://copaga.club/mlm/css/ResponsiveNav.css)
16:49:12	399609/399609	---M--	200	added ('OK')	image/jpeg	etag:%226324ff13-618f9%22	https://cdn.networkwealthclub.com/_common/images/copaga/FamilyVacation.jpg	C:/My%20Web%20Sites/Copaga%202/cdn.networkwealthclub.com/_common/images/copaga/FamilyVacation.jpg	(from https://copaga.club/mlm/)
16:49:12	1185/1185	---M--	200	added ('OK')	image/png	date:Sun,%2011%20Sep%202022%2002:57:40%20GMT	https://copaga.club/mlm/images/std_facebook.png	C:/My%20Web%20Sites/Copaga%202/copaga.club/mlm/images/std_facebook.png	(from https://copaga.club/mlm/css/style.css)
16:49:13	433422/433422	---M--	200	added ('OK')	image/jpeg	etag:%226324ff13-69d0e%22	https://cdn.networkwealthclub.com/_common/images/copaga/OverFamily.jpg	C:/My%20Web%20Sites/Copaga%202/cdn.networkwealthclub.com/_common/images/copaga/OverFamily.jpg	(from https://copaga.club/mlm/)
16:49:13	2086/2086	---M--	200	added ('OK')	image/png	date:Sun,%2011%20Sep%202022%2002:57:40%20GMT	https://copaga.club/mlm/images/std_twitter.png	C:/My%20Web%20Sites/Copaga%202/copaga.club/mlm/images/std_twitter.png	(from https://copaga.club/mlm/css/style.css)
16:49:13	3000/3000	---M--	200	added ('OK')	image/png	date:Sun,%2011%20Sep%202022%2002:57:40%20GMT	https://copaga.club/mlm/images/std_youtube.png	C:/My%20Web%20Sites/Copaga%202/copaga.club/mlm/images/std_youtube.png	(from https://copaga.club/mlm/css/style.css)
16:49:14	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2001%20Oct%202022%2011:49:14%20GMT	https://copaga.club/mlm/images/std_linkedin.png	C:/My%20Web%20Sites/Copaga%202/copaga.club/mlm/images/std_linkedin.png	(from https://copaga.club/mlm/css/style.css)
16:49:14	181/181	---M--	200	added ('OK')	image/png	date:Sun,%2011%20Sep%202022%2002:57:38%20GMT	https://copaga.club/mlm/images/header-bg.png	C:/My%20Web%20Sites/Copaga%202/copaga.club/mlm/images/header-bg.png	(from https://copaga.club/mlm/css/style.css)
16:49:14	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2001%20Oct%202022%2011:49:14%20GMT	https://copaga.club/mlm/images/divider.png	C:/My%20Web%20Sites/Copaga%202/copaga.club/mlm/images/divider.png	(from https://copaga.club/mlm/css/style.css)
16:49:15	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2001%20Oct%202022%2011:49:15%20GMT	https://copaga.club/mlm/images/ribbon.png	C:/My%20Web%20Sites/Copaga%202/copaga.club/mlm/images/ribbon.png	(from https://copaga.club/mlm/css/style.css)
16:49:15	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2001%20Oct%202022%2011:49:15%20GMT	https://copaga.club/mlm/images/snowflakes.png	C:/My%20Web%20Sites/Copaga%202/copaga.club/mlm/images/snowflakes.png	(from https://copaga.club/mlm/css/style.css)
16:49:18	81166/81166	---M--	200	added ('OK')	image/png	etag:%2263320a96-13d0e%22	https://1538266836.rsc.cdn77.org/_common/images/copaga/whitepaneltop.png	C:/My%20Web%20Sites/Copaga%202/1538266836.rsc.cdn77.org/_common/images/copaga/whitepaneltop.png	(from https://copaga.club/mlm/css/style.css)
16:49:19	84434/84434	---M--	200	added ('OK')	image/png	etag:%2263320a6a-149d2%22	https://1538266836.rsc.cdn77.org/_common/images/copaga/whitepaneltopup-1.png	C:/My%20Web%20Sites/Copaga%202/1538266836.rsc.cdn77.org/_common/images/copaga/whitepaneltopup-1.png	(from https://copaga.club/mlm/css/style.css)
16:49:19	54167/54167	---M--	200	added ('OK')	image/png	etag:%2263320a3c-d397%22	https://1538266836.rsc.cdn77.org/_common/images/copaga/whitepanelbottomtoppopup-2.png	C:/My%20Web%20Sites/Copaga%202/1538266836.rsc.cdn77.org/_common/images/copaga/whitepanelbottomtoppopup-2.png	(from https://copaga.club/mlm/css/style.css)
16:49:20	87528/87528	---M--	200	added ('OK')	image/png	etag:%2263320a95-155e8%22	https://1538266836.rsc.cdn77.org/_common/images/copaga/whitepanelbottom.png	C:/My%20Web%20Sites/Copaga%202/1538266836.rsc.cdn77.org/_common/images/copaga/whitepanelbottom.png	(from https://copaga.club/mlm/css/style.css)
16:49:21	124868/124868	---M--	200	added ('OK')	image/png	etag:%2263320a6a-1e7c4%22	https://1538266836.rsc.cdn77.org/_common/images/copaga/whitepanelbottomdownwh-1.png	C:/My%20Web%20Sites/Copaga%202/1538266836.rsc.cdn77.org/_common/images/copaga/whitepanelbottomdownwh-1.png	(from https://copaga.club/mlm/css/style.css)
16:49:22	104474/104474	---M--	200	added ('OK')	image/png	etag:%2263320a3d-1981a%22	https://1538266836.rsc.cdn77.org/_common/images/copaga/whitepanelbottomdown-2.png	C:/My%20Web%20Sites/Copaga%202/1538266836.rsc.cdn77.org/_common/images/copaga/whitepanelbottomdown-2.png	(from https://copaga.club/mlm/css/style.css)
16:49:23	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2001%20Oct%202022%2011:49:23%20GMT	https://copaga.club/mlm/css/images/loading.gif	C:/My%20Web%20Sites/Copaga%202/copaga.club/mlm/css/images/loading.37.delayed	(from https://copaga.club/mlm/css/style.css)
16:49:23	38046/38046	---M--	200	added ('OK')	image/png	etag:%226325c2cb-949e%22	https://cdn.networkwealthclub.com/_common/images/copaga/copaga1.png	C:/My%20Web%20Sites/Copaga%202/cdn.networkwealthclub.com/_common/images/copaga/copaga1.png	(from https://copaga.club/mlm/css/style.css)
16:49:23	37801/37801	---M--	200	added ('OK')	image/png	etag:%226325c2cd-93a9%22	https://cdn.networkwealthclub.com/_common/images/copaga/copaga2.png	C:/My%20Web%20Sites/Copaga%202/cdn.networkwealthclub.com/_common/images/copaga/copaga2.png	(from https://copaga.club/mlm/css/style.css)
16:49:24	38208/38208	---M--	200	added ('OK')	image/png	etag:%226325c2cc-9540%22	https://cdn.networkwealthclub.com/_common/images/copaga/copaga3.png	C:/My%20Web%20Sites/Copaga%202/cdn.networkwealthclub.com/_common/images/copaga/copaga3.png	(from https://copaga.club/mlm/css/style.css)
16:49:24	1452497/1452497	---M--	200	added ('OK')	image/jpeg	etag:%226324ff10-1629d1%22	https://cdn.networkwealthclub.com/_common/images/copaga/02-middle-1-imag.jpg	C:/My%20Web%20Sites/Copaga%202/cdn.networkwealthclub.com/_common/images/copaga/02-middle-1-imag.jpg	(from https://copaga.club/mlm/css/style.css)
16:49:25	83954/83954	---M--	200	added ('OK')	image/png	date:Sun,%2011%20Sep%202022%2002:57:38%20GMT	https://copaga.club/mlm/images/re250.png	C:/My%20Web%20Sites/Copaga%202/copaga.club/mlm/images/re250.png	(from https://copaga.club/mlm/css/style.css)
16:49:26	70692/70692	---M--	200	added ('OK')	image/jpeg	date:Sun,%2011%20Sep%202022%2002:57:38%20GMT	https://copaga.club/mlm/images/wealthadvantage220.jpg	C:/My%20Web%20Sites/Copaga%202/copaga.club/mlm/images/wealthadvantage220.jpg	(from https://copaga.club/mlm/css/style.css)
16:49:26	81442/81442	---M--	200	added ('OK')	image/jpeg	date:Sun,%2011%20Sep%202022%2002:57:38%20GMT	https://copaga.club/mlm/images/networkmarketing220.jpg	C:/My%20Web%20Sites/Copaga%202/copaga.club/mlm/images/networkmarketing220.jpg	(from https://copaga.club/mlm/css/style.css)
16:49:28	5071/5071	---M--	200	added ('OK')	image/png	date:Sun,%2011%20Sep%202022%2002:57:38%20GMT	https://copaga.club/mlm/images/icon-money.png	C:/My%20Web%20Sites/Copaga%202/copaga.club/mlm/images/icon-money.png	(from https://copaga.club/mlm/css/style.css)
16:49:28	89117/89117	---M--	200	added ('OK')	image/jpeg	date:Sun,%2011%20Sep%202022%2002:57:38%20GMT	https://copaga.club/mlm/images/vault220.jpg	C:/My%20Web%20Sites/Copaga%202/copaga.club/mlm/images/vault220.jpg	(from https://copaga.club/mlm/css/style.css)
16:49:28	1513/1513	---M--	200	added ('OK')	image/png	date:Sun,%2011%20Sep%202022%2002:57:38%20GMT	https://copaga.club/mlm/images/people-u526.png	C:/My%20Web%20Sites/Copaga%202/copaga.club/mlm/images/people-u526.png	(from https://copaga.club/mlm/css/style.css)
16:49:28	980/980	---M--	200	added ('OK')	image/png	date:Sun,%2011%20Sep%202022%2002:57:38%20GMT	https://copaga.club/mlm/images/site-u539.png	C:/My%20Web%20Sites/Copaga%202/copaga.club/mlm/images/site-u539.png	(from https://copaga.club/mlm/css/style.css)
16:49:29	5573/5573	---M--	200	added ('OK')	image/png	date:Sun,%2011%20Sep%202022%2002:57:38%20GMT	https://copaga.club/mlm/images/icon-world.png	C:/My%20Web%20Sites/Copaga%202/copaga.club/mlm/images/icon-world.png	(from https://copaga.club/mlm/css/style.css)
16:49:29	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2001%20Oct%202022%2011:49:29%20GMT	https://copaga.club/mlm/images/icon-money-r.png	C:/My%20Web%20Sites/Copaga%202/copaga.club/mlm/images/icon-money-r.png	(from https://copaga.club/mlm/css/style.css)
16:49:29	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2001%20Oct%202022%2011:49:29%20GMT	https://copaga.club/mlm/images/people-u526-r.png	C:/My%20Web%20Sites/Copaga%202/copaga.club/mlm/images/people-u526-r.png	(from https://copaga.club/mlm/css/style.css)
16:49:30	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2001%20Oct%202022%2011:49:30%20GMT	https://copaga.club/mlm/images/site-u539-r.png	C:/My%20Web%20Sites/Copaga%202/copaga.club/mlm/images/site-u539-r.png	(from https://copaga.club/mlm/css/style.css)
16:49:30	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2001%20Oct%202022%2011:49:30%20GMT	https://copaga.club/mlm/images/icon-world-r.png	C:/My%20Web%20Sites/Copaga%202/copaga.club/mlm/images/icon-world-r.png	(from https://copaga.club/mlm/css/style.css)
16:49:31	563/563	---M--	200	added ('OK')	image/png	date:Sun,%2011%20Sep%202022%2002:57:40%20GMT	https://copaga.club/mlm/images/video-u1136.png	C:/My%20Web%20Sites/Copaga%202/copaga.club/mlm/images/video-u1136.png	(from https://copaga.club/mlm/css/style.css)
16:49:32	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2001%20Oct%202022%2011:49:32%20GMT	https://copaga.club/mlm/images/video-u1136-r.png	C:/My%20Web%20Sites/Copaga%202/copaga.club/mlm/images/video-u1136-r.png	(from https://copaga.club/mlm/css/style.css)
16:49:32	30986/30986	---M--	200	added ('OK')	image/jpeg	date:Sun,%2011%20Sep%202022%2002:57:40%20GMT	https://copaga.club/mlm/images/460-products.jpg	C:/My%20Web%20Sites/Copaga%202/copaga.club/mlm/images/460-products.jpg	(from https://copaga.club/mlm/css/style.css)
16:49:33	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2001%20Oct%202022%2011:49:33%20GMT	https://copaga.club/mlm/images/460-compensation.jpg	C:/My%20Web%20Sites/Copaga%202/copaga.club/mlm/images/460-compensation.4b.delayed	(from https://copaga.club/mlm/css/style.css)
16:49:34	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2001%20Oct%202022%2011:49:34%20GMT	https://copaga.club/mlm/images/460-savings.jpg	C:/My%20Web%20Sites/Copaga%202/copaga.club/mlm/images/460-savings.jpg	(from https://copaga.club/mlm/css/style.css)
16:49:34	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2001%20Oct%202022%2011:49:34%20GMT	https://copaga.club/mlm/images/460-tools.jpg	C:/My%20Web%20Sites/Copaga%202/copaga.club/mlm/images/460-tools.jpg	(from https://copaga.club/mlm/css/style.css)
16:49:35	996502/996502	---M--	200	added ('OK')	image/jpeg	etag:%226324ff12-f3496%22	https://cdn.networkwealthclub.com/_common/images/copaga/enjoy-friendship.jpg	C:/My%20Web%20Sites/Copaga%202/cdn.networkwealthclub.com/_common/images/copaga/enjoy-friendship.jpg	(from https://copaga.club/mlm/css/style.css)
16:49:36	975140/975140	---M--	200	added ('OK')	image/jpeg	etag:%226324ff14-ee124%22	https://cdn.networkwealthclub.com/_common/images/copaga/on-my-time-in-my-business.jpg	C:/My%20Web%20Sites/Copaga%202/cdn.networkwealthclub.com/_common/images/copaga/on-my-time-in-my-business.jpg	(from https://copaga.club/mlm/css/style.css)
16:49:36	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2001%20Oct%202022%2011:49:36%20GMT	https://copaga.club/mlm/images/icon-contact1-u796.png	C:/My%20Web%20Sites/Copaga%202/copaga.club/mlm/images/icon-contact1-u796.png	(from https://copaga.club/mlm/css/style.css)
16:49:36	45623/45623	---M--	200	added ('OK')	image/jpeg	date:Sun,%2011%20Sep%202022%2002:57:40%20GMT	https://copaga.club/mlm/images/businessdevelopment150.jpg	C:/My%20Web%20Sites/Copaga%202/copaga.club/mlm/images/businessdevelopment150.jpg	(from https://copaga.club/mlm/css/style.css)
16:49:36	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2001%20Oct%202022%2011:49:36%20GMT	https://copaga.club/mlm/images/icon-contact2-u799.png	C:/My%20Web%20Sites/Copaga%202/copaga.club/mlm/images/icon-contact2-u799.png	(from https://copaga.club/mlm/css/style.css)
16:49:36	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2001%20Oct%202022%2011:49:36%20GMT	https://copaga.club/mlm/images/icon-contact3-u801.png	C:/My%20Web%20Sites/Copaga%202/copaga.club/mlm/images/icon-contact3-u801.png	(from https://copaga.club/mlm/css/style.css)
16:49:37	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2001%20Oct%202022%2011:49:37%20GMT	https://copaga.club/mlm/images/icon-contact1-u796-r.png	C:/My%20Web%20Sites/Copaga%202/copaga.club/mlm/images/icon-contact1-u796-r.png	(from https://copaga.club/mlm/css/style.css)
16:49:37	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2001%20Oct%202022%2011:49:37%20GMT	https://copaga.club/mlm/images/icon-contact2-u799-r.png	C:/My%20Web%20Sites/Copaga%202/copaga.club/mlm/images/icon-contact2-u799-r.png	(from https://copaga.club/mlm/css/style.css)
16:49:38	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2001%20Oct%202022%2011:49:38%20GMT	https://copaga.club/mlm/images/icon-contact3-u801-r.png	C:/My%20Web%20Sites/Copaga%202/copaga.club/mlm/images/icon-contact3-u801-r.png	(from https://copaga.club/mlm/css/style.css)
